Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SCMS_08951,Los Angeles,Rwanda,Air,Medical Supplies,385.0,2.14,5300,AIR_CARGO,91.54,Peak,Carrier_B,4,540471
SCMS_08989,Mumbai,Rwanda,Air,Pharmaceuticals,2086.0,11.59,5300,AIR_CARGO,95.43,Normal,Carrier_A,4,73604
SCMS_08996,Hamburg,Haiti,Air,Pharmaceuticals,7.0,0.5,13500,AIR_CARGO,94.07,Peak,Carrier_C,11,69853
SCMS_09000,Mumbai,Haiti,Air,Pharmaceuticals,32050.0,178.06,13500,AIR_CARGO,101.71,Peak,Carrier_D,11,69525
SCMS_09002,Los Angeles,Haiti,Air,Pharmaceuticals,99.0,0.55,13500,AIR_CARGO,101.61,Normal,Carrier_C,11,233135
SCMS_09085,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,136.0,0.76,6728,AIR_CARGO,95.42,Peak,Carrier_D,5,180510
SCMS_09086,Chennai,Zambia,Air,Medical Supplies,1330.0,7.39,6500,AIR_CARGO,98.18,Off_Peak,Carrier_D,5,996442
SCMS_09088,Los Angeles,Haiti,Air,Medical Supplies,105.0,0.58,13500,AIR_CARGO,92.12,Normal,Carrier_B,11,163298
SCMS_09089,Los Angeles,Haiti,Air,Medical Supplies,113.0,0.63,13500,AIR_CARGO,107.03,Peak,Carrier_B,11,214306
SCMS_09090,Mumbai,Haiti,Air,Medical Supplies,132.0,0.73,13500,AIR_CARGO,105.69,Peak,Carrier_B,11,259737
SCMS_09095,Chennai,Kenya,Air,Medical Supplies,2215.0,12.31,5200,AIR_CARGO,87.87,Normal,Carrier_D,4,1549418
SCMS_09096,Mumbai,Kenya,Air,Medical Supplies,1558.0,8.66,5200,AIR_CARGO,94.07,Normal,Carrier_D,4,1004544
SCMS_09100,Mumbai,Nigeria,Air,Medical Supplies,445.0,2.47,7800,AIR_CARGO,101.03,Peak,Carrier_D,6,613744
SCMS_09145,Los Angeles,Namibia,Air,Medical Supplies,205.0,1.14,7600,AIR_CARGO,95.02,Off_Peak,Carrier_B,6,529983
SCMS_09151,Hyderabad,Vietnam,Air,Pharmaceuticals,1899.0,10.55,3800,AIR_CARGO,94.99,Normal,Carrier_A,3,449055
SCMS_09173,Hyderabad,Namibia,Air,Pharmaceuticals,98.0,0.54,7600,AIR_CARGO,101.79,Peak,Carrier_A,6,152611
SCMS_09179,Los Angeles,Botswana,Air,Medical Supplies,25.0,0.5,7300,AIR_CARGO,107.5,Normal,Carrier_B,6,69650
SCMS_09225,Hamburg,Nigeria,Air,Pharmaceuticals,1246.0,6.92,7800,AIR_CARGO,100.65,Peak,Carrier_C,6,904304
SCMS_09243,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,783.0,4.35,3813,AIR_CARGO,85.16,Off_Peak,Carrier_C,3,610231
SCMS_09252,Hamburg,Zambia,Air,Medical Supplies,428.0,2.38,6500,AIR_CARGO,101.49,Normal,Carrier_A,5,243912
SCMS_09253,Hamburg,Haiti,Air,Medical Supplies,169.0,0.94,13500,AIR_CARGO,95.33,Normal,Carrier_A,11,104805
SCMS_09255,Mumbai,Vietnam,Air,Pharmaceuticals,91.0,0.51,3800,AIR_CARGO,85.6,Peak,Carrier_A,3,679089
SCMS_09269,Mumbai,Guyana,Air,Pharmaceuticals,13.0,0.5,14200,AIR_CARGO,87.69,Normal,Carrier_A,11,87976
SCMS_09316,Hamburg,Nigeria,Air,Medical Supplies,1192.0,6.62,7800,AIR_CARGO,98.98,Off_Peak,Carrier_A,6,937789
SCMS_09351,Mumbai,Tanzania,Air,Medical Supplies,3345.0,18.58,4900,AIR_CARGO,99.03,Peak,Carrier_D,4,2540314
SCMS_09352,Chennai,Tanzania,Air,Medical Supplies,3110.0,17.28,4900,AIR_CARGO,100.42,Off_Peak,Carrier_D,4,1953566
SCMS_09353,Mumbai,Botswana,Air,Medical Supplies,24.0,0.5,7300,AIR_CARGO,93.93,Peak,Carrier_B,6,94099
SCMS_09366,Mumbai,Vietnam,Air,Pharmaceuticals,270.0,1.5,3800,AIR_CARGO,100.93,Peak,Carrier_A,3,331907
SCMS_09389,Chennai,Guyana,Air,Medical Supplies,35.0,0.5,14200,AIR_CARGO,95.66,Peak,Carrier_B,11,32723
SCMS_09390,Chennai,Zimbabwe,Air,Medical Supplies,24.0,0.5,6800,AIR_CARGO,96.26,Off_Peak,Carrier_B,5,46210
SCMS_09422,Hyderabad,Rwanda,Air,Medical Supplies,1150.0,6.39,5300,AIR_CARGO,106.46,Off_Peak,Carrier_A,4,853277
SCMS_09487,Los Angeles,Rwanda,Air,Medical Supplies,450.0,2.5,5300,AIR_CARGO,106.85,Normal,Carrier_B,4,375904
SCMS_09489,Hyderabad,Vietnam,Air,Pharmaceuticals,34.0,0.5,3800,AIR_CARGO,95.84,Off_Peak,Carrier_E,3,183366
SCMS_09499,Hyderabad,Rwanda,Air,Pharmaceuticals,4143.0,23.02,5300,AIR_CARGO,107.01,Peak,Carrier_A,4,1645460
SCMS_09531,Mumbai,Haiti,Air,Medical Supplies,228.0,1.27,13500,AIR_CARGO,106.32,Off_Peak,Carrier_D,11,416312
SCMS_09579,Mumbai,Nigeria,Air,Medical Supplies,2502.0,13.9,7800,AIR_CARGO,105.71,Normal,Carrier_B,6,1347884
SCMS_09585,Los Angeles,Mozambique,Air,Medical Supplies,1796.0,9.98,6200,AIR_CARGO,96.23,Off_Peak,Carrier_B,5,2796108
SCMS_09628,Chennai,Guyana,Air,Medical Supplies,55.0,0.5,14200,AIR_CARGO,93.21,Normal,Carrier_D,11,124380
SCMS_09629,Shanghai,Ethiopia,Air,Medical Supplies,754.0,4.19,4100,AIR_CARGO,106.06,Peak,Carrier_D,3,540248
SCMS_09639,Chennai,Haiti,Air,Medical Supplies,164.0,0.91,13500,AIR_CARGO,107.24,Off_Peak,Carrier_D,11,155344
SCMS_09640,Los Angeles,Guyana,Air,Medical Supplies,748.0,4.16,14200,AIR_CARGO,91.19,Off_Peak,Carrier_B,11,322391
SCMS_09673,Hyderabad,Vietnam,Air,Pharmaceuticals,106.0,0.59,3800,AIR_CARGO,108.45,Peak,Carrier_A,3,247310
SCMS_09675,Mumbai,Vietnam,Air,Pharmaceuticals,772.0,4.29,3800,AIR_CARGO,97.71,Peak,Carrier_D,3,507983
SCMS_09676,Hyderabad,Vietnam,Air,Pharmaceuticals,122.0,0.68,3800,AIR_CARGO,103.06,Peak,Carrier_D,3,247205
SCMS_09749,Hamburg,Vietnam,Air,Pharmaceuticals,370.0,2.06,3800,AIR_CARGO,97.62,Peak,Carrier_C,3,228631
SCMS_09804,Chennai,Ethiopia,Air,Medical Supplies,7.0,0.5,4100,AIR_CARGO,104.43,Peak,Carrier_A,3,34409
SCMS_09836,Hyderabad,Rwanda,Air,Pharmaceuticals,6701.0,37.23,5300,AIR_CARGO,106.4,Normal,Carrier_E,4,7559124
SCMS_09841,Mumbai,Nigeria,Air,Medical Supplies,159.0,0.88,7800,AIR_CARGO,87.28,Off_Peak,Carrier_B,6,170380
SCMS_09874,Mumbai,Vietnam,Air,Pharmaceuticals,52.0,0.5,3800,AIR_CARGO,90.92,Normal,Carrier_E,3,130684
SCMS_09916,Mumbai,Nigeria,Air,Medical Supplies,86.0,0.5,7800,AIR_CARGO,91.47,Off_Peak,Carrier_B,6,131719
SCMS_09933,Shanghai,Ethiopia,Air,Medical Supplies,5056.0,28.09,4100,AIR_CARGO,100.51,Off_Peak,Carrier_D,3,3823870
SCMS_10085,Mumbai,Ethiopia,Air,Medical Supplies,3061.0,17.01,4100,AIR_CARGO,92.42,Normal,Carrier_B,3,1317890
SCMS_10086,Chennai,Ethiopia,Air,Medical Supplies,1341.0,7.45,4100,AIR_CARGO,89.45,Peak,Carrier_B,3,526909
SCMS_10102,Mumbai,Nigeria,Air,Medical Supplies,1091.0,6.06,7800,AIR_CARGO,95.3,Off_Peak,Carrier_D,6,1296927
SCMS_10155,Los Angeles,Guyana,Air,Medical Supplies,707.0,3.93,14200,AIR_CARGO,92.79,Off_Peak,Carrier_B,11,510867
SCMS_10239,Los Angeles,Zambia,Air,Medical Supplies,2657.0,14.76,6500,AIR_CARGO,99.95,Off_Peak,Carrier_B,5,2199277
SCMS_10246,Hyderabad,Vietnam,Air,Pharmaceuticals,105.0,0.58,3800,AIR_CARGO,86.67,Normal,Carrier_A,3,74615
SCMS_10282,Los Angeles,Rwanda,Air,Medical Supplies,320.0,1.78,5300,AIR_CARGO,91.91,Normal,Carrier_B,4,267277
SCMS_10298,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,341.0,1.89,4505,AIR_CARGO,106.98,Normal,Carrier_D,3,840427
SCMS_10386,Los Angeles,Guyana,Air,Medical Supplies,675.0,3.75,14200,AIR_CARGO,105.13,Normal,Carrier_B,11,752314
SCMS_10395,Mumbai,Haiti,Air,Medical Supplies,144.0,0.8,13500,AIR_CARGO,93.45,Peak,Carrier_B,11,360772
SCMS_10401,Mumbai,Kenya,Air,Medical Supplies,2215.0,12.31,5200,AIR_CARGO,93.0,Off_Peak,Carrier_D,4,1522549
SCMS_10406,Chennai,Nigeria,Air,Medical Supplies,1920.0,10.67,7800,AIR_CARGO,88.39,Peak,Carrier_D,6,2646160
SCMS_10416,Mumbai,Rwanda,Air,Pharmaceuticals,3080.0,17.11,5300,AIR_CARGO,88.22,Normal,Carrier_D,4,2864895
SCMS_10438,Mumbai,Vietnam,Air,Pharmaceuticals,1775.0,9.86,3800,AIR_CARGO,85.32,Normal,Carrier_D,3,496673
SCMS_10446,Mumbai,Namibia,Air,Medical Supplies,25.0,0.5,7600,AIR_CARGO,98.9,Off_Peak,Carrier_D,6,20564
SCMS_10464,Chennai,Namibia,Air,Medical Supplies,760.0,4.22,7600,AIR_CARGO,97.52,Peak,Carrier_D,6,449362
SCMS_10472,Los Angeles,Botswana,Air,Medical Supplies,56.0,0.5,7300,AIR_CARGO,103.65,Peak,Carrier_B,6,91409
SCMS_10477,Mumbai,Namibia,Air,Medical Supplies,47.0,0.5,7600,AIR_CARGO,104.69,Off_Peak,Carrier_D,6,231122
SCMS_10503,Mumbai,Zambia,Air,Medical Supplies,740.0,4.11,6500,AIR_CARGO,98.35,Normal,Carrier_D,5,647682
SCMS_10504,Los Angeles,Namibia,Air,Medical Supplies,41.0,0.5,7600,AIR_CARGO,98.91,Normal,Carrier_B,6,160528
SCMS_10534,Hamburg,Zambia,Air,Pharmaceuticals,60.0,0.5,6500,AIR_CARGO,100.35,Normal,Carrier_A,5,105070
SCMS_10535,Hamburg,Mozambique,Air,Pharmaceuticals,1669.0,9.27,6200,AIR_CARGO,107.37,Normal,Carrier_A,5,74058
SCMS_10537,Mumbai,Mozambique,Air,Pharmaceuticals,1717.0,9.54,6200,AIR_CARGO,96.99,Off_Peak,Carrier_A,5,163247
SCMS_10539,Johannesburg,Nigeria,Air,Pharmaceuticals,667.0,3.71,7800,AIR_CARGO,106.02,Normal,Carrier_A,6,251790
SCMS_10540,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,909.0,5.05,3974,AIR_CARGO,92.42,Normal,Carrier_A,3,241705
SCMS_10541,Chennai,Mozambique,Air,Pharmaceuticals,84.0,0.5,6200,AIR_CARGO,99.36,Peak,Carrier_A,5,115339
SCMS_10542,Mumbai,Zimbabwe,Air,Pharmaceuticals,90.0,0.5,6800,AIR_CARGO,94.5,Off_Peak,Carrier_A,5,123151
SCMS_10544,Mumbai,Nigeria,Air,Pharmaceuticals,1178.0,6.54,7800,AIR_CARGO,89.55,Peak,Carrier_A,6,390917
SCMS_10546,Hyderabad,Nigeria,Air,Pharmaceuticals,840.0,4.67,7800,AIR_CARGO,108.39,Peak,Carrier_A,6,322043
SCMS_10547,Chennai,Zambia,Air,Pharmaceuticals,899.0,4.99,6500,AIR_CARGO,94.79,Off_Peak,Carrier_A,5,452203
SCMS_10548,Johannesburg,Nigeria,Air,Pharmaceuticals,725.0,4.03,7800,AIR_CARGO,88.95,Peak,Carrier_A,6,353808
SCMS_10550,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,716.0,3.98,7379,AIR_CARGO,104.03,Peak,Carrier_A,6,224206
SCMS_10551,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,974.0,5.41,4382,AIR_CARGO,100.26,Peak,Carrier_A,3,272909
SCMS_10553,Los Angeles,Zambia,Air,Medical Supplies,1780.0,9.89,6500,AIR_CARGO,90.23,Normal,Carrier_A,5,1184046
SCMS_10562,Hyderabad,Zambia,Air,Pharmaceuticals,3139.0,17.44,6500,AIR_CARGO,101.32,Normal,Carrier_A,5,1128762
SCMS_10563,Hamburg,Zambia,Air,Pharmaceuticals,1092.0,6.07,6500,AIR_CARGO,94.56,Peak,Carrier_A,5,410442
SCMS_10564,Los Angeles,Mozambique,Air,Pharmaceuticals,3946.0,21.92,6200,AIR_CARGO,89.66,Peak,Carrier_A,5,766532
SCMS_10566,Hyderabad,Nigeria,Air,Pharmaceuticals,226.0,1.26,7800,AIR_CARGO,88.12,Peak,Carrier_A,6,149298
SCMS_10567,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,58.0,0.5,6391,AIR_CARGO,99.87,Off_Peak,Carrier_A,5,62667
SCMS_10570,Mumbai,Nigeria,Air,Pharmaceuticals,54.0,0.5,7800,AIR_CARGO,89.84,Off_Peak,Carrier_A,6,110615
SCMS_10571,Hyderabad,Zimbabwe,Air,Pharmaceuticals,553.0,3.07,6800,AIR_CARGO,99.67,Peak,Carrier_A,5,168687
SCMS_10572,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,105.0,0.58,5794,AIR_CARGO,98.87,Off_Peak,Carrier_A,4,84265
SCMS_10573,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,7185.0,39.92,8485,AIR_CARGO,101.3,Off_Peak,Carrier_A,7,1515999
SCMS_10577,Mumbai,Guyana,Air,Pharmaceuticals,34.0,0.5,14200,AIR_CARGO,88.58,Normal,Carrier_A,11,165504
SCMS_10578,Hyderabad,Zimbabwe,Road,Pharmaceuticals,819.0,3.28,6800,LCL,94.09,Off_Peak,Carrier_A,17,270237
SCMS_10579,Hamburg,Tanzania,Air,Medical Supplies,98.0,0.54,4900,AIR_CARGO,88.34,Peak,Carrier_A,4,109163
SCMS_10580,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,206.0,1.14,7214,AIR_CARGO,103.61,Peak,Carrier_A,6,235462
SCMS_10585,Chennai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,263.0,1.46,6174,AIR_CARGO,99.43,Peak,Carrier_A,5,146454
SCMS_10587,Los Angeles,Namibia,Air,Medical Supplies,172.0,0.96,7600,AIR_CARGO,96.95,Normal,Carrier_A,6,59378
SCMS_10588,Los Angeles,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1286.0,7.14,5040,AIR_CARGO,101.42,Peak,Carrier_A,4,657701
SCMS_10589,Mumbai,Mozambique,Air,Pharmaceuticals,9006.0,50.03,6200,AIR_CARGO,98.85,Off_Peak,Carrier_A,5,850755
SCMS_10590,Hyderabad,Zimbabwe,Road,Pharmaceuticals,70.0,0.5,6800,LCL,87.85,Off_Peak,Carrier_A,17,168076
SCMS_10593,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,5880.0,32.67,8582,AIR_CARGO,90.48,Peak,Carrier_A,7,1263347
SCMS_10596,Mumbai,Zimbabwe,Road,Pharmaceuticals,5467.0,21.87,6800,20FT,101.85,Off_Peak,Carrier_A,17,1632741
SCMS_10597,Mumbai,Zimbabwe,Road,Pharmaceuticals,143.0,0.57,6800,LCL,97.63,Off_Peak,Carrier_A,17,180934
SCMS_10600,Hyderabad,Uganda,Air,Pharmaceuticals,283.0,1.57,5400,AIR_CARGO,85.19,Peak,Carrier_A,4,144213
SCMS_10610,Los Angeles,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1468.0,8.16,7270,AIR_CARGO,103.31,Peak,Carrier_A,6,396727
SCMS_10612,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,2518.0,13.99,8626,AIR_CARGO,100.0,Off_Peak,Carrier_A,7,574695
SCMS_10613,Hyderabad,Ethiopia,Air,Pharmaceuticals,35216.0,195.64,4100,AIR_CARGO,89.74,Normal,Carrier_A,3,7654646
SCMS_10614,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1148.0,6.38,5334,AIR_CARGO,104.0,Normal,Carrier_A,4,238084
SCMS_10616,Hamburg,Zambia,Air,Pharmaceuticals,821.0,4.56,6500,AIR_CARGO,105.89,Peak,Carrier_A,5,350700
SCMS_10622,Hamburg,Zambia,Air,Medical Supplies,629.0,3.49,6500,AIR_CARGO,106.04,Peak,Carrier_A,5,253279
SCMS_10623,Johannesburg,Nigeria,Air,Pharmaceuticals,2846.0,15.81,7800,AIR_CARGO,91.0,Peak,Carrier_A,6,1195853
SCMS_10628,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,476.0,2.64,3671,AIR_CARGO,87.93,Normal,Carrier_A,3,187226
SCMS_10630,Mumbai,Zambia,Air,Pharmaceuticals,281.0,1.56,6500,AIR_CARGO,89.55,Off_Peak,Carrier_A,5,132094
SCMS_10631,Mumbai,Nigeria,Air,Pharmaceuticals,178.0,0.99,7800,AIR_CARGO,96.87,Off_Peak,Carrier_A,6,139730
SCMS_10632,Hyderabad,Zambia,Air,Pharmaceuticals,3254.0,18.08,6500,AIR_CARGO,103.87,Normal,Carrier_A,5,1143641
SCMS_10633,Mumbai,Mozambique,Air,Pharmaceuticals,7341.0,40.78,6200,AIR_CARGO,85.34,Off_Peak,Carrier_A,5,937794
SCMS_10634,Hyderabad,Nigeria,Air,Pharmaceuticals,962.0,5.34,7800,AIR_CARGO,94.51,Off_Peak,Carrier_A,6,446516
SCMS_10636,Mumbai,Zambia,Road,Pharmaceuticals,4957.0,19.83,6500,20FT,96.89,Normal,Carrier_A,16,1311980
SCMS_10637,Hyderabad,Ethiopia,Air,Pharmaceuticals,753.0,4.18,4100,AIR_CARGO,85.32,Peak,Carrier_A,3,689945
SCMS_10639,Mumbai,Haiti,Air,Medical Supplies,6.0,0.5,13500,AIR_CARGO,91.3,Peak,Carrier_A,11,191316
SCMS_10640,Mumbai,Haiti,Air,Pharmaceuticals,4213.0,23.41,13500,AIR_CARGO,90.82,Normal,Carrier_A,11,3320062
SCMS_10642,Mumbai,Nigeria,Air,Pharmaceuticals,3286.0,18.26,7800,AIR_CARGO,86.39,Normal,Carrier_A,6,1569530
SCMS_10643,Mumbai,Zambia,Air,Pharmaceuticals,1420.0,7.89,6500,AIR_CARGO,105.18,Peak,Carrier_A,5,498253
SCMS_10644,Mumbai,Zambia,Air,Pharmaceuticals,226.0,1.26,6500,AIR_CARGO,94.39,Peak,Carrier_A,5,118118
SCMS_10645,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1013.0,5.63,6505,AIR_CARGO,100.17,Peak,Carrier_A,5,314285
SCMS_10647,Hyderabad,Zimbabwe,Air,Pharmaceuticals,2425.0,13.47,6800,AIR_CARGO,93.8,Off_Peak,Carrier_A,5,1151343
SCMS_10648,London,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,271.0,1.51,4187,AIR_CARGO,93.5,Off_Peak,Carrier_A,3,146540
SCMS_10650,Los Angeles,Botswana,Air,Medical Supplies,35.0,0.5,7300,AIR_CARGO,106.59,Normal,Carrier_A,6,74218
SCMS_10651,Mumbai,Mozambique,Air,Pharmaceuticals,5092.0,28.29,6200,AIR_CARGO,94.21,Peak,Carrier_A,5,699827
SCMS_10652,Mumbai,Zimbabwe,Air,Pharmaceuticals,4091.0,22.73,6800,AIR_CARGO,96.12,Normal,Carrier_A,5,1045684
SCMS_10653,Hyderabad,Mozambique,Air,Pharmaceuticals,998.0,5.54,6200,AIR_CARGO,87.05,Off_Peak,Carrier_A,5,335715
SCMS_10654,Hyderabad,Mozambique,Air,Pharmaceuticals,4230.0,23.5,6200,AIR_CARGO,88.32,Off_Peak,Carrier_A,5,756090
SCMS_10656,Chennai,Zambia,Air,Medical Supplies,498.0,2.77,6500,AIR_CARGO,94.42,Peak,Carrier_A,5,197622
SCMS_10658,Hyderabad,Nigeria,Air,Pharmaceuticals,447.0,2.48,7800,AIR_CARGO,93.51,Peak,Carrier_A,6,192226
SCMS_10660,Mumbai,Rwanda,Air,Medical Supplies,609.0,3.38,5300,AIR_CARGO,86.34,Peak,Carrier_A,4,1118642
SCMS_10662,Mumbai,Tanzania,Air,Pharmaceuticals,1008.0,5.6,4900,AIR_CARGO,104.56,Normal,Carrier_A,4,362678
SCMS_10663,Mumbai,Guyana,Air,Pharmaceuticals,441.0,2.45,14200,AIR_CARGO,94.31,Off_Peak,Carrier_A,11,529376
SCMS_10664,Chennai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,13.0,0.5,7120,AIR_CARGO,88.69,Off_Peak,Carrier_A,5,98958
SCMS_10665,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,170.0,0.94,3952,AIR_CARGO,98.3,Normal,Carrier_A,3,112146
SCMS_10666,Mumbai,Zambia,Air,Pharmaceuticals,3462.0,19.23,6500,AIR_CARGO,96.06,Off_Peak,Carrier_A,5,1083527
SCMS_10667,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,2093.0,11.63,6424,AIR_CARGO,104.46,Peak,Carrier_A,5,513951
SCMS_10669,Johannesburg,Uganda,Air,Pharmaceuticals,58.0,0.5,5400,AIR_CARGO,102.65,Off_Peak,Carrier_A,4,68462
SCMS_10670,Mumbai,Uganda,Air,Pharmaceuticals,311.0,1.73,5400,AIR_CARGO,101.96,Normal,Carrier_A,4,123285
SCMS_10671,Chennai,Mozambique,Air,Medical Supplies,1017.0,5.65,6200,AIR_CARGO,99.89,Off_Peak,Carrier_A,5,44799
SCMS_10672,Hyderabad,Mozambique,Air,Pharmaceuticals,113.0,0.63,6200,AIR_CARGO,107.75,Peak,Carrier_A,5,79235
SCMS_10673,Mumbai,Zambia,Road,Pharmaceuticals,3679.0,14.72,6500,LCL,103.72,Off_Peak,Carrier_A,16,432263
SCMS_10674,Mumbai,Tanzania,Air,Pharmaceuticals,16709.0,92.83,4900,AIR_CARGO,95.32,Peak,Carrier_A,4,1311102
SCMS_10676,Mumbai,Nigeria,Air,Pharmaceuticals,359.0,1.99,7800,AIR_CARGO,104.86,Normal,Carrier_A,6,237127
SCMS_10677,Hyderabad,Namibia,Air,Pharmaceuticals,2094.0,11.63,7600,AIR_CARGO,104.85,Peak,Carrier_A,6,390357
SCMS_10678,Hyderabad,Zambia,Road,Pharmaceuticals,2115.0,8.46,6500,LCL,105.59,Off_Peak,Carrier_A,16,248502
SCMS_10680,Mumbai,Kenya,Road,Medical Supplies,399.0,1.6,5200,LCL,100.69,Off_Peak,Carrier_A,13,35982
SCMS_10681,Hyderabad,Zimbabwe,Road,Pharmaceuticals,96.0,0.5,6800,LCL,100.69,Off_Peak,Carrier_A,17,184914
SCMS_10682,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1118.0,6.21,6931,AIR_CARGO,93.09,Off_Peak,Carrier_A,5,242272
SCMS_10683,Mumbai,Haiti,Air,Pharmaceuticals,2166.0,12.03,13500,AIR_CARGO,98.91,Peak,Carrier_A,11,1978807
SCMS_10684,Hyderabad,Haiti,Air,Pharmaceuticals,1154.0,6.41,13500,AIR_CARGO,92.49,Off_Peak,Carrier_A,11,1078246
SCMS_10685,Hyderabad,Ethiopia,Air,Pharmaceuticals,3371.0,18.73,4100,AIR_CARGO,107.59,Normal,Carrier_A,3,1022522
SCMS_10686,Hyderabad,Nigeria,Air,Pharmaceuticals,1994.0,11.08,7800,AIR_CARGO,108.22,Off_Peak,Carrier_A,6,881985
SCMS_10687,Mumbai,Kenya,Road,Medical Supplies,97.0,0.5,5200,LCL,93.94,Normal,Carrier_A,13,8454
SCMS_10688,Hyderabad,Haiti,Air,Pharmaceuticals,3820.0,21.22,13500,AIR_CARGO,99.17,Peak,Carrier_A,11,3097494
SCMS_10689,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,905.0,5.03,6141,AIR_CARGO,102.47,Off_Peak,Carrier_A,5,900898
SCMS_10690,Hyderabad,Zambia,Road,Pharmaceuticals,2493.0,9.97,6500,LCL,92.46,Off_Peak,Carrier_A,16,421275
SCMS_10691,Mumbai,Haiti,Air,Medical Supplies,12.0,0.5,13500,AIR_CARGO,94.58,Off_Peak,Carrier_A,11,67743
SCMS_10693,Hyderabad,Uganda,Air,Pharmaceuticals,196.0,1.09,5400,AIR_CARGO,86.7,Peak,Carrier_A,4,119103
SCMS_10694,Los Angeles,Namibia,Air,Medical Supplies,231.0,1.28,7600,AIR_CARGO,101.02,Off_Peak,Carrier_A,6,473331
SCMS_10695,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,440.0,2.44,8842,AIR_CARGO,107.02,Off_Peak,Carrier_A,7,151660
SCMS_10696,Mumbai,Tanzania,Air,Pharmaceuticals,569.0,3.16,4900,AIR_CARGO,90.74,Normal,Carrier_A,4,76403
SCMS_10697,Mumbai,Zimbabwe,Air,Pharmaceuticals,4252.0,23.62,6800,AIR_CARGO,97.69,Normal,Carrier_A,5,1353056
SCMS_10698,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1316.0,7.31,6670,AIR_CARGO,90.9,Peak,Carrier_A,5,263510
SCMS_10700,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1897.0,10.54,4898,AIR_CARGO,89.68,Off_Peak,Carrier_A,4,329816
SCMS_10702,Johannesburg,Zambia,Air,Pharmaceuticals,3788.0,21.04,6500,AIR_CARGO,99.33,Peak,Carrier_A,5,164695
SCMS_10703,Mumbai,Namibia,Air,Pharmaceuticals,181.0,1.01,7600,AIR_CARGO,87.38,Normal,Carrier_A,6,59512
SCMS_10704,Mumbai,Haiti,Air,Pharmaceuticals,181.0,1.01,13500,AIR_CARGO,104.3,Peak,Carrier_A,11,253791
SCMS_10705,Mumbai,Haiti,Air,Pharmaceuticals,519.0,2.88,13500,AIR_CARGO,105.1,Peak,Carrier_A,11,515019
SCMS_10706,Hamburg,Haiti,Air,Pharmaceuticals,4639.0,25.77,13500,AIR_CARGO,91.0,Normal,Carrier_A,11,4096714
SCMS_10707,Mumbai,Zambia,Air,Pharmaceuticals,3750.0,20.83,6500,AIR_CARGO,87.19,Off_Peak,Carrier_A,5,163042
SCMS_10708,Hyderabad,Tanzania,Air,Pharmaceuticals,1156.0,6.42,4900,AIR_CARGO,102.56,Peak,Carrier_A,4,543801
SCMS_10709,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,448.0,2.49,3975,AIR_CARGO,102.87,Normal,Carrier_A,3,224617
SCMS_10710,Mumbai,Nigeria,Road,Pharmaceuticals,58.0,0.5,7800,LCL,96.07,Peak,Carrier_A,19,634754
SCMS_10711,Hyderabad,Uganda,Air,Pharmaceuticals,6556.0,36.42,5400,AIR_CARGO,98.98,Normal,Carrier_A,4,465648
SCMS_10712,Hyderabad,Mozambique,Air,Pharmaceuticals,9228.0,51.27,6200,AIR_CARGO,102.1,Normal,Carrier_A,5,316520
SCMS_10714,Hyderabad,Mozambique,Air,Pharmaceuticals,2382.0,13.23,6200,AIR_CARGO,107.92,Peak,Carrier_A,5,316520
